PAIS,MARCAS,PAIS_ORIGEN,MODELO,PRECIO,CAPACIDAD,COLOR,VENDIDO
China,Suzuki,France,2006,Yuan Renminbi,Camry,Pink,1
China,Chirey,Indonesia,2008,Yuan Renminbi,GL-Class,Goldenrod,1
China,Chirey,Russia,1993,Yuan Renminbi,Trans Sport,Indigo,1
China,Otros,Albania,1996,Yuan Renminbi,Expo LRV,Blue,1
China,Build Your Dream,Portugal,2003,Yuan Renminbi,Grand Cherokee,Orange,1
China,Otros,China,2007,Yuan Renminbi,Continental,Teal,1
China,Otros,Dominican Republic,2001,Yuan Renminbi,Allroad,Khaki,1
China,Saic Motor,Vietnam,1993,Yuan Renminbi,Ram Van B150,Crimson,1
China,Kia,Serbia,2010,Yuan Renminbi,Touareg,Teal,1
United States,Tesla,Indonesia,1998,Dollar,Sentra,Orange,1
China,Nissan,Mongolia,2001,Yuan Renminbi,Montero,Fuscia,1
China,Chirey,China,1995,Yuan Renminbi,Probe,Yellow,1
China,Build Your Dream,France,1994,Yuan Renminbi,Blazer,Crimson,1
China,Otros,China,2001,Yuan Renminbi,VehiCROSS,Puce,1
United States,Suzuki,Mexico,2000,Dollar,Hombre Space,Red,1
Germany,General Motors,China,2004,Euro,Express 3500,Violet,1
China,General Motors,Indonesia,2009,Yuan Renminbi,F430,Teal,1
China,Chirey,China,2000,Yuan Renminbi,Metro,Red,1
China,Tesla,Mexico,2006,Yuan Renminbi,Malibu Maxx,Red,1
China,Nissan,Indonesia,2003,Yuan Renminbi,745,Pink,1
China,Tesla,Brazil,2001,Yuan Renminbi,XJ Series,Khaki,1
China,Kia,Netherlands,2011,Yuan Renminbi,HS,Puce,1
China,General Motors,Argentina,2004,Yuan Renminbi,B-Series Plus,Indigo,1
China,Nissan,France,2005,Yuan Renminbi,Esperante,Blue,1
China,General Motors,Brazil,2003,Yuan Renminbi,MPV,Orange,1
China,Chirey,Saudi Arabia,2008,Yuan Renminbi,RX-8,Indigo,1
China,Saic Motor,Albania,1987,Yuan Renminbi,Courier,Goldenrod,1
China,Build Your Dream,Nigeria,1993,Yuan Renminbi,Colt,Indigo,1
China,Build Your Dream,Sweden,2004,Yuan Renminbi,Accord,Blue,1
China,Build Your Dream,Nigeria,2004,Yuan Renminbi,R32,Goldenrod,1
China,Suzuki,Kazakhstan,2011,Yuan Renminbi,Discovery,Turquoise,1
United States,Chirey,Peru,2012,Dollar,Malibu,Turquoise,1
China,Kia,Russia,2004,Yuan Renminbi,S10,Fuscia,1
China,Kia,Russia,1957,Yuan Renminbi,600,Goldenrod,1
China,General Motors,Russia,2010,Yuan Renminbi,Escalade ESV,Yellow,1
China,Saic Motor,Indonesia,2006,Yuan Renminbi,4Runner,Teal,1
China,Saic Motor,China,2006,Yuan Renminbi,Outlander,Maroon,1
China,Build Your Dream,Brazil,2010,Yuan Renminbi,Avenger,Green,1
China,Nissan,Norway,2006,Yuan Renminbi,Escalade,Blue,1
China,Kia,China,1996,Yuan Renminbi,Tahoe,Yellow,1
China,Saic Motor,Indonesia,2004,Yuan Renminbi,Envoy XUV,Pink,1
China,Build Your Dream,Brazil,2009,Yuan Renminbi,Venza,Maroon,1
China,Nissan,Poland,2005,Yuan Renminbi,A6,Yellow,1
China,Otros,Argentina,2001,Yuan Renminbi,M3,Orange,1
Germany,Kia,Brazil,2002,Euro,Land Cruiser,Maroon,1
China,Build Your Dream,Indonesia,2006,Yuan Renminbi,Crossfire Roadster,Crimson,1
China,Suzuki,Philippines,2012,Yuan Renminbi,A5,Red,1
China,Tesla,Denmark,1995,Yuan Renminbi,Thunderbird,Violet,1
China,Build Your Dream,Vietnam,1998,Yuan Renminbi,Grand Marquis,Yellow,1
China,Suzuki,Sweden,1992,Yuan Renminbi,NX,Blue,1
China,Otros,China,2000,Yuan Renminbi,Grand Cherokee,Violet,1
China,Tesla,Philippines,2011,Yuan Renminbi,G-Class,Orange,1
China,Chirey,Ukraine,2012,Yuan Renminbi,Charger,Pink,1
China,Saic Motor,Indonesia,1997,Yuan Renminbi,Wrangler,Mauv,1
China,Build Your Dream,Indonesia,2001,Yuan Renminbi,Eurovan,Violet,1
China,Kia,Russia,2003,Yuan Renminbi,S8,Pink,1
China,Kia,China,2010,Yuan Renminbi,Sebring,Crimson,1
China,Chirey,Madagascar,1991,Yuan Renminbi,Park Avenue,Violet,1
South Korea,Chirey,Georgia,1986,Won,B-Series,Purple,1
China,Suzuki,Netherlands,2004,Yuan Renminbi,745,Crimson,1
China,General Motors,North Korea,2009,Yuan Renminbi,Sorento,Fuscia,1
China,Chirey,Croatia,2011,Yuan Renminbi,xB,Puce,1
China,Build Your Dream,Indonesia,1996,Yuan Renminbi,Roadmaster,Teal,1
China,Suzuki,Russia,2010,Yuan Renminbi,5 Series,Goldenrod,1
China,Nissan,Finland,1998,Yuan Renminbi,B-Series Plus,Orange,1
China,Chirey,Russia,1990,Yuan Renminbi,Corrado,Crimson,1
China,Chirey,Poland,2010,Yuan Renminbi,XC90,Purple,1
China,Chirey,United States,1986,Yuan Renminbi,4000CS Quattro,Red,1
China,Tesla,China,2003,Yuan Renminbi,Regal,Orange,1
China,Kia,Czech Republic,2007,Yuan Renminbi,5 Series,Teal,1
China,Suzuki,Nigeria,1991,Yuan Renminbi,ES,Maroon,1
China,Suzuki,United States,2011,Yuan Renminbi,Savana 1500,Green,1
China,Saic Motor,Indonesia,1987,Yuan Renminbi,Skyhawk,Turquoise,1
China,Chirey,Bosnia and Herzegovina,1995,Yuan Renminbi,Villager,Orange,1
China,Build Your Dream,Madagascar,2009,Yuan Renminbi,Aura,Turquoise,1
China,Chirey,Sweden,2007,Yuan Renminbi,Navigator,Puce,1
China,Chirey,Nigeria,2003,Yuan Renminbi,RSX,Pink,1
China,General Motors,Belarus,2005,Yuan Renminbi,Savana 3500,Maroon,1
China,Chirey,Indonesia,1999,Yuan Renminbi,88,Maroon,1
China,Kia,China,1999,Yuan Renminbi,Blazer,Turquoise,1
China,Chirey,Thailand,1996,Yuan Renminbi,200SX,Goldenrod,1
China,Nissan,Indonesia,2010,Yuan Renminbi,LS Hybrid,Fuscia,1
China,Suzuki,Russia,2007,Yuan Renminbi,Veracruz,Red,1
China,Saic Motor,Portugal,1995,Yuan Renminbi,Intrepid,Goldenrod,1
China,Suzuki,Argentina,1996,Yuan Renminbi,Crown Victoria,Pink,1
China,Build Your Dream,Afghanistan,2004,Yuan Renminbi,PT Cruiser,Fuscia,1
China,Chirey,Russia,2012,Yuan Renminbi,F250,Yellow,1
China,Otros,Argentina,2007,Yuan Renminbi,Equinox,Crimson,1
China,Chirey,Poland,2011,Yuan Renminbi,S40,Indigo,1
China,Saic Motor,Portugal,2010,Yuan Renminbi,Sierra,Indigo,1
China,Saic Motor,Russia,2008,Yuan Renminbi,Torrent,Fuscia,1
United States,Tesla,China,1995,Dollar,Ranger,Aquamarine,1
China,Tesla,Russia,2011,Yuan Renminbi,MX-5,Green,1
China,Chirey,Poland,1966,Yuan Renminbi,Fairlane,Khaki,1
China,Saic Motor,Philippines,1999,Yuan Renminbi,1500,Goldenrod,1
China,Otros,Brazil,2012,Yuan Renminbi,DB9,Mauv,1
China,Suzuki,Netherlands,2006,Yuan Renminbi,XC90,Maroon,1
China,Suzuki,Estonia,1998,Yuan Renminbi,88,Red,1
China,Tesla,France,2006,Yuan Renminbi,LaCrosse,Teal,1
China,General Motors,Cuba,2012,Yuan Renminbi,Continental GT,Crimson,1
China,Build Your Dream,Guatemala,2002,Yuan Renminbi,rio,Green,1
Germany,Saic Motor,China,2007,Euro,E-Series,Teal,1
China,Tesla,China,2008,Yuan Renminbi,Rabbit,Turquoise,1
China,Saic Motor,Bangladesh,2003,Yuan Renminbi,Dakota Club,Blue,1
China,Otros,Indonesia,2003,Yuan Renminbi,Allroad,Blue,1
China,Suzuki,Czech Republic,2005,Yuan Renminbi,SLK-Class,Orange,1
China,Saic Motor,China,2001,Yuan Renminbi,3 Series,Pink,1
China,Tesla,Brazil,2007,Yuan Renminbi,300,Pink,1
China,Build Your Dream,North Korea,2010,Yuan Renminbi,Impreza,Aquamarine,1
China,General Motors,Portugal,1999,Yuan Renminbi,Eldorado,Indigo,1
China,Nissan,South Africa,2011,Yuan Renminbi,Phantom,Crimson,1
China,Tesla,Mexico,1996,Yuan Renminbi,Voyager,Indigo,1
China,Nissan,Poland,2002,Yuan Renminbi,Park Avenue,Aquamarine,1
China,Kia,Tanzania,2002,Yuan Renminbi,E-Class,Maroon,1
China,Build Your Dream,Botswana,1986,Yuan Renminbi,Cordia,Puce,1
China,Tesla,Peru,1995,Yuan Renminbi,Sonoma Club Coupe,Goldenrod,1
China,Build Your Dream,Belarus,2000,Yuan Renminbi,Golf,Violet,1
China,Saic Motor,Indonesia,2010,Yuan Renminbi,Caravan,Red,1
China,General Motors,Finland,1990,Yuan Renminbi,Golf,Crimson,1
China,Suzuki,Brazil,2007,Yuan Renminbi,QX56,Blue,1
China,Saic Motor,Indonesia,1994,Yuan Renminbi,Elan,Purple,1
China,Chirey,Kazakhstan,1992,Yuan Renminbi,2500,Indigo,1
China,General Motors,Ethiopia,1996,Yuan Renminbi,Villager,Teal,1
China,Saic Motor,China,2010,Yuan Renminbi,M3,Crimson,1
United States,Saic Motor,Sweden,2011,Dollar,Vantage,Indigo,1
China,Kia,Macedonia,2012,Yuan Renminbi,S60,Violet,1
China,Build Your Dream,Mexico,2010,Yuan Renminbi,Optima,Khaki,1
China,Tesla,Indonesia,1998,Yuan Renminbi,Grand Prix,Blue,1
China,Suzuki,Czech Republic,2004,Yuan Renminbi,Freestar,Maroon,1
China,General Motors,Colombia,2011,Yuan Renminbi,Ram,Aquamarine,1
China,Build Your Dream,Uganda,1995,Yuan Renminbi,Tercel,Pink,1
China,Build Your Dream,China,2007,Yuan Renminbi,Elise,Teal,1
United States,Suzuki,Thailand,2012,Dollar,Tahoe,Violet,1
China,Tesla,Indonesia,1965,Yuan Renminbi,Fairlane,Aquamarine,1
China,Nissan,China,2002,Yuan Renminbi,GTI,Teal,1
China,Chirey,Russia,1995,Yuan Renminbi,Suburban 2500,Mauv,1
China,Suzuki,Czech Republic,2010,Yuan Renminbi,XK,Mauv,1
China,Nissan,Pakistan,1983,Yuan Renminbi,Alliance,Indigo,1
China,Chirey,Poland,2001,Yuan Renminbi,Ram 2500,Teal,1
China,Build Your Dream,Russia,1992,Yuan Renminbi,3500 Club Coupe,Violet,1
China,Nissan,Jamaica,2011,Yuan Renminbi,C70,Green,1
China,Tesla,Indonesia,1997,Yuan Renminbi,DeVille,Green,1
China,Otros,Ivory Coast,2008,Yuan Renminbi,Range Rover,Aquamarine,1
China,Kia,Philippines,2009,Yuan Renminbi,Tahoe,Pink,1
China,Suzuki,San Marino,2009,Yuan Renminbi,Caliber,Crimson,1
China,Nissan,Mexico,1994,Yuan Renminbi,Paseo,Fuscia,1
United States,Otros,Ecuador,1999,Dollar,Discovery Series II,Blue,1
China,General Motors,Canada,2005,Yuan Renminbi,Monterey,Turquoise,1
China,Build Your Dream,Thailand,2011,Yuan Renminbi,Liberty,Mauv,1
China,Otros,China,2004,Yuan Renminbi,Tundra,Red,1
China,Chirey,France,2000,Yuan Renminbi,Grand Am,Mauv,1
China,Nissan,China,1992,Yuan Renminbi,3 Series,Red,1
China,Otros,Czech Republic,2005,Yuan Renminbi,Gallardo,Orange,1
China,General Motors,Philippines,2003,Yuan Renminbi,Ram Van 1500,Maroon,1
China,Build Your Dream,Peru,2010,Yuan Renminbi,Accord Crosstour,Indigo,1
China,Suzuki,China,2003,Yuan Renminbi,Montero,Mauv,1
China,General Motors,Finland,2002,Yuan Renminbi,Blackwood,Green,1
China,Kia,Nigeria,2013,Yuan Renminbi,MKX,Puce,1
China,Saic Motor,Czech Republic,2012,Yuan Renminbi,C70,Maroon,1
China,Suzuki,Chile,2003,Yuan Renminbi,G35,Violet,1
China,Kia,China,2012,Yuan Renminbi,LaCrosse,Blue,1
China,Kia,Indonesia,2000,Yuan Renminbi,Diablo,Teal,1
China,Suzuki,Brazil,2012,Yuan Renminbi,Eos,Aquamarine,1
United States,Tesla,Peru,2007,Dollar,Mazdaspeed 3,Green,1
China,Kia,Portugal,1996,Yuan Renminbi,Ram 3500 Club,Aquamarine,1
China,Chirey,France,1997,Yuan Renminbi,Eurovan,Violet,1
China,Saic Motor,Turkmenistan,2010,Yuan Renminbi,Suburban 1500,Indigo,1
China,General Motors,Peru,2010,Yuan Renminbi,Versa,Fuscia,1
China,General Motors,United States,2009,Yuan Renminbi,Q5,Khaki,1
China,Nissan,Sweden,1992,Yuan Renminbi,Allante,Green,1
China,Kia,China,1996,Yuan Renminbi,X-90,Violet,1
China,Nissan,China,1997,Yuan Renminbi,240SX,Green,1
China,Tesla,Portugal,1958,Yuan Renminbi,Corvette,Blue,1
China,Saic Motor,Japan,2012,Yuan Renminbi,NV2500,Orange,1
China,Saic Motor,Philippines,2009,Yuan Renminbi,Equinox,Red,1
China,Tesla,Thailand,1988,Yuan Renminbi,Accord,Aquamarine,1
China,Tesla,France,1988,Yuan Renminbi,Grand Marquis,Crimson,1
China,Kia,China,2007,Yuan Renminbi,9-5,Crimson,1
China,General Motors,China,1996,Yuan Renminbi,F150,Fuscia,1
China,General Motors,Philippines,2009,Yuan Renminbi,Equator,Mauv,1
China,Kia,Democratic Republic of the Congo,2005,Yuan Renminbi,Excursion,Aquamarine,1
China,Suzuki,Vietnam,1999,Yuan Renminbi,Ram Van 1500,Puce,1
United States,Kia,China,1987,Dollar,B2600,Indigo,1
China,Tesla,China,1986,Yuan Renminbi,900,Turquoise,1
China,Kia,Philippines,2009,Yuan Renminbi,Altima,Puce,1
China,Suzuki,Philippines,1992,Yuan Renminbi,Sportvan G30,Khaki,1
China,Tesla,Albania,2012,Yuan Renminbi,LS Hybrid,Mauv,1
China,Kia,Spain,2009,Yuan Renminbi,QX,Maroon,1
China,Build Your Dream,Indonesia,1992,Yuan Renminbi,F350,Red,1
China,Otros,France,2012,Yuan Renminbi,Veloster,Violet,1
China,Build Your Dream,Brazil,2012,Yuan Renminbi,Cube,Green,1
China,Build Your Dream,Bangladesh,2005,Yuan Renminbi,Freestar,Violet,1
China,Tesla,China,1997,Yuan Renminbi,Express 2500,Mauv,1
United States,Otros,Croatia,2006,Dollar,Mariner,Goldenrod,1
China,Build Your Dream,Croatia,2007,Yuan Renminbi,Forenza,Red,1
China,Nissan,China,2004,Yuan Renminbi,X5,Pink,1
China,Chirey,Thailand,2011,Yuan Renminbi,Sierra 1500,Red,1
China,Saic Motor,France,2009,Yuan Renminbi,Silverado,Puce,1
China,General Motors,Indonesia,2007,Yuan Renminbi,Mountaineer,Pink,1
China,Tesla,France,1985,Yuan Renminbi,Parisienne,Blue,1
China,General Motors,Ecuador,1997,Yuan Renminbi,Jimmy,Teal,1
China,Kia,Brazil,2008,Yuan Renminbi,Solara,Green,1
China,Kia,China,1987,Yuan Renminbi,Skylark,Blue,1
China,Build Your Dream,France,2006,Yuan Renminbi,Monterey,Crimson,1
China,Saic Motor,South Africa,1992,Yuan Renminbi,Corvette,Orange,1
China,Nissan,Brazil,2001,Yuan Renminbi,RL,Maroon,1
United States,Tesla,Czech Republic,1996,Dollar,Tracker,Teal,1
China,Tesla,Greece,2002,Yuan Renminbi,Envoy XL,Mauv,1
China,Saic Motor,Finland,2003,Yuan Renminbi,Crown Victoria,Violet,1
Italy,Chirey,Indonesia,2004,Euro,Blazer,Purple,1
China,Kia,Colombia,1960,Yuan Renminbi,Corvette,Teal,1
China,Tesla,Colombia,2004,Yuan Renminbi,LX,Orange,1
China,Chirey,Thailand,1984,Yuan Renminbi,Mark VII,Teal,1
Germany,Saic Motor,Portugal,2000,Euro,Hombre,Khaki,1
China,General Motors,Thailand,1991,Yuan Renminbi,Diablo,Turquoise,1
China,General Motors,Armenia,1987,Yuan Renminbi,Range Rover,Pink,1
United States,Saic Motor,Indonesia,2012,Dollar,Miata MX-5,Puce,1
China,Nissan,Indonesia,2006,Yuan Renminbi,Forenza,Green,1
China,Kia,Serbia,2012,Yuan Renminbi,Charger,Goldenrod,1
China,Otros,Russia,1997,Yuan Renminbi,SLK-Class,Aquamarine,1
China,Suzuki,China,1994,Yuan Renminbi,RVR,Fuscia,1
China,General Motors,Vietnam,1995,Yuan Renminbi,2500 Club Coupe,Turquoise,1
United States,Otros,Ireland,2000,Dollar,Corolla,Indigo,1
China,Otros,China,2000,Yuan Renminbi,Integra,Red,1
China,Otros,Dominican Republic,1995,Yuan Renminbi,Land Cruiser,Aquamarine,1
China,Build Your Dream,Micronesia,2005,Yuan Renminbi,SC,Green,1
China,Nissan,United States,1994,Yuan Renminbi,F150,Red,1
China,Kia,Russia,2011,Yuan Renminbi,2500,Blue,1
China,Kia,Guatemala,2006,Yuan Renminbi,550,Indigo,1
United States,Saic Motor,Japan,2006,Dollar,Savana 2500,Green,1
China,General Motors,Bulgaria,1999,Yuan Renminbi,Lanos,Goldenrod,1
Germany,General Motors,Indonesia,2001,Euro,Tracker,Yellow,1
China,General Motors,Armenia,2006,Yuan Renminbi,Range Rover,Maroon,1
China,General Motors,Ukraine,2005,Yuan Renminbi,Sedona,Aquamarine,1
China,Build Your Dream,Russia,2008,Yuan Renminbi,Charger,Teal,1
China,Nissan,Canada,2001,Yuan Renminbi,Ram Van 2500,Aquamarine,1
China,Suzuki,Mexico,2007,Yuan Renminbi,Miata MX-5,Teal,1
United States,Saic Motor,China,2007,Dollar,V8 Vantage,Yellow,1
China,Otros,Norway,2001,Yuan Renminbi,530,Puce,1
China,Chirey,Venezuela,2007,Yuan Renminbi,C70,Aquamarine,1
United States,Kia,Ukraine,2011,Dollar,Sentra,Maroon,1
China,Otros,China,2003,Yuan Renminbi,Sebring,Yellow,1
China,Chirey,Serbia,2012,Yuan Renminbi,LR2,Teal,1
China,Saic Motor,Russia,2009,Yuan Renminbi,300,Puce,1
China,Nissan,Ukraine,1991,Yuan Renminbi,Eclipse,Blue,1
United States,Nissan,Greece,1996,Dollar,9000,Green,1
China,Otros,Philippines,2007,Yuan Renminbi,Explorer,Teal,1
China,Saic Motor,Croatia,2007,Yuan Renminbi,XJ,Mauv,1
China,Otros,Spain,2012,Yuan Renminbi,Continental Super,Red,1
China,Otros,Malawi,2006,Yuan Renminbi,DTS,Red,1
China,Suzuki,North Korea,2012,Yuan Renminbi,Canyon,Pink,1
China,Chirey,Canada,2004,Yuan Renminbi,Santa Fe,Blue,1
China,Suzuki,Spain,1999,Yuan Renminbi,1500 Club Coupe,Indigo,1
China,Saic Motor,Greece,2008,Yuan Renminbi,Accord,Purple,1
China,General Motors,Cuba,1991,Yuan Renminbi,Festiva,Aquamarine,1
China,Otros,United States,2011,Yuan Renminbi,Impreza WRX,Teal,1
United States,Kia,China,1996,Dollar,Mirage,Goldenrod,1
China,Kia,Czech Republic,1987,Yuan Renminbi,L300,Red,1
China,Chirey,Russia,1988,Yuan Renminbi,Cordia,Teal,1
China,Chirey,Armenia,1992,Yuan Renminbi,GTI,Goldenrod,1
China,Suzuki,Tunisia,2004,Yuan Renminbi,Ram 3500,Teal,1
China,Suzuki,Philippines,1993,Yuan Renminbi,Sonoma Club Coupe,Violet,1
China,Build Your Dream,China,1995,Yuan Renminbi,G-Series G10,Fuscia,1
China,Saic Motor,China,2004,Yuan Renminbi,Montero,Teal,1
China,Suzuki,Russia,2003,Yuan Renminbi,300M,Pink,1
China,Build Your Dream,Russia,2005,Yuan Renminbi,Amanti,Aquamarine,1
China,Tesla,Poland,2010,Yuan Renminbi,Panamera,Blue,1
China,General Motors,Niger,1987,Yuan Renminbi,Lynx,Mauv,1
China,Tesla,El Salvador,1998,Yuan Renminbi,F150,Purple,1


